(979, 1501)
(980, 1501)
(981, 1502)
(982, 1502)
(983, 1502)
(984, 1502)
(985, 1502)
(986, 1502)
(987, 1502)
(988, 1502)
(989, 1502)
(990, 1502)
(991, 1502)
(992, 1502)
(993, 1502)
(994, 1502)
(995, 1502)
(996, 1502)
(997, 1502)
(998, 1502)
(999, 1502)
(1000, 1502)
(1001, 1502)
(1002, 1502)
(1003, 1501)
(1004, 1501)
(1005, 1501)
(1006, 1501)
(1007, 1501)
(1008, 1501)
(1009, 1501)
(1010, 1501)
(1011, 1501)
(1012, 1501)
(1013, 1501)
(1014, 1501)
(1015, 1500)
(1016, 1500)
(1017, 1500)
(1018, 1500)
(1019, 1500)
(1020, 1500)
(1021, 1500)
(1022, 1500)
(1023, 1499)
(1024, 1499)
(1025, 1499)
(1026, 1499)
(1027, 1499)
(1028, 1499)
(1029, 1499)
(1030, 1499)
(1031, 1498)
(1032, 1498)
(1033, 1498)
(1034, 1498)
(1035, 1498)
(1036, 1498)
(1037, 1497)
(1038, 1497)
(1039, 1497)
(1040, 1497)
(1041, 1497)
(1042, 1496)
(1043, 1496)
(1044, 1496)
(1045, 1496)
(1046, 1496)
(1047, 1496)
(1048, 1495)
(1049, 1495)
(1050, 1495)
(1051, 1495)
(1052, 1495)
(1053, 1494)
(1054, 1494)
(1055, 1494)
(1056, 1494)
(1057, 1493)
(1058, 1493)
(1059, 1493)
(1060, 1493)
(1061, 1492)
(1062, 1492)
(1063, 1492)
(1064, 1491)
(1065, 1491)
(1066, 1491)
(1067, 1490)
(1068, 1490)
(1069, 1490)
(1070, 1489)
(1071, 1489)
(1072, 1489)
(1073, 1488)
(1074, 1488)
(1075, 1488)
(1076, 1487)
(1077, 1487)
(1078, 1486)
(1079, 1486)
(1080, 1486)
(1081, 1485)
(1082, 1485)
(1083, 1484)
(1084, 1484)
(1085, 1483)
(1086, 1483)
(1087, 1482)
(1088, 1481)
(1089, 1481)
(1090, 1480)
(1091, 1480)
(1092, 1479)
(1093, 1478)
(1094, 1478)
(1095, 1477)
(1096, 1476)
(1097, 1476)
(1098, 1475)
(1099, 1474)
(1100, 1473)
(1101, 1472)
(1102, 1471)
(1103, 1471)
(1104, 1470)
(1105, 1469)
(1106, 1468)
(1107, 1467)
(1107, 1466)
(1108, 1465)
(1109, 1464)
(1110, 1463)
(1111, 1462)
(1112, 1461)
(1112, 1460)
(1113, 1459)
(1114, 1458)
(1114, 1457)
(1115, 1456)
(1115, 1455)
(1116, 1454)
(1117, 1453)
(1117, 1452)
(1118, 1451)
(1118, 1450)
(1119, 1449)
(1119, 1448)
(1119, 1447)
(1120, 1446)
(1120, 1445)
(1120, 1444)
(1121, 1443)
(1121, 1442)
(1121, 1441)
(1121, 1440)
(1121, 1439)
(1121, 1438)
(1121, 1437)
(1121, 1436)
(1121, 1435)
(1121, 1434)
(1121, 1433)
(1121, 1432)
(1121, 1431)
(1120, 1430)
(1120, 1429)
(1120, 1428)
(1120, 1427)
(1119, 1426)
(1119, 1425)
(1119, 1424)
(1118, 1423)
(1118, 1422)
(1117, 1421)
(1117, 1420)
(1116, 1419)
(1116, 1418)
(1115, 1417)
(1115, 1416)
(1114, 1415)
(1114, 1414)
(1113, 1413)
(1113, 1412)
(1112, 1411)
(1112, 1410)
(1112, 1409)
(1111, 1408)
(1111, 1407)
(1110, 1406)
(1110, 1405)
(1110, 1404)
(1110, 1403)
(1110, 1402)
(1110, 1401)
(1110, 1400)
(1110, 1399)
(1110, 1398)
(1111, 1397)
(1111, 1396)
(1112, 1395)
(1113, 1394)
(1114, 1393)
(1115, 1392)
(1116, 1391)
(1117, 1390)
(1118, 1389)
(1119, 1388)
(1120, 1387)
(1121, 1386)
(1122, 1385)
(1123, 1385)
(1124, 1384)
(1125, 1383)
(1126, 1382)
(1127, 1382)
(1128, 1381)
(1129, 1380)
(1130, 1379)
(1131, 1378)
(1132, 1377)
(1133, 1376)
(1134, 1375)
(1135, 1374)
(1136, 1373)
(1137, 1372)
(1137, 1371)
(1138, 1370)
(1138, 1369)
(1139, 1368)
(1139, 1367)
