(917, 423)
(916, 424)
(915, 425)
(914, 426)
(914, 427)
(914, 428)
(913, 429)
(913, 430)
(913, 431)
(912, 432)
(912, 433)
(912, 434)
(911, 435)
(911, 436)
(911, 437)
(911, 438)
(911, 439)
(911, 440)
(910, 441)
(910, 442)
(910, 443)
(910, 444)
(910, 445)
(910, 446)
(910, 447)
(910, 448)
(909, 449)
(909, 450)
(909, 451)
(909, 452)
(909, 453)
(909, 454)
(909, 455)
(909, 456)
(909, 457)
(909, 458)
(909, 459)
(909, 460)
(909, 461)
(909, 462)
(909, 463)
(909, 464)
(909, 465)
(909, 466)
(909, 467)
(909, 468)
(909, 469)
(909, 470)
(909, 471)
(909, 472)
(909, 473)
(909, 474)
(909, 475)
(910, 476)
(910, 477)
(910, 478)
(910, 479)
(910, 480)
(910, 481)
(910, 482)
(910, 483)
(910, 484)
(911, 485)
(911, 486)
(911, 487)
(911, 488)
(911, 489)
(911, 490)
(911, 491)
(912, 492)
(912, 493)
(912, 494)
(912, 495)
(912, 496)
(913, 497)
(913, 498)
(913, 499)
(913, 500)
(913, 501)
(914, 502)
(914, 503)
(914, 504)
(914, 505)
(915, 506)
(915, 507)
(915, 508)
(916, 509)
(916, 510)
(916, 511)
(916, 512)
(917, 513)
(917, 514)
(917, 515)
(918, 516)
(918, 517)
(918, 518)
(919, 519)
(919, 520)
(919, 521)
(920, 522)
(920, 523)
(920, 524)
(921, 525)
(921, 526)
(922, 527)
(922, 528)
(922, 529)
(923, 530)
(923, 531)
(924, 532)
(924, 533)
(925, 534)
(925, 535)
(925, 536)
(926, 537)
(926, 538)
(927, 539)
(927, 540)
(928, 541)
(928, 542)
(929, 543)
(930, 544)
(931, 545)
(932, 546)
(933, 547)
(934, 548)
(935, 549)
(936, 550)
(937, 551)
(938, 552)
(939, 552)
(940, 553)
(941, 554)
(942, 554)
(943, 555)
(944, 555)
(945, 556)
(946, 556)
(947, 557)
(948, 557)
(949, 558)
(950, 558)
(951, 558)
(952, 559)
(953, 559)
(954, 559)
(955, 560)
(956, 560)
(957, 560)
(958, 561)
(959, 561)
(960, 561)
(961, 562)
(962, 562)
(963, 562)
(964, 563)
(965, 563)
(966, 564)
(967, 564)
(968, 565)
(969, 565)
(970, 566)
(971, 567)
(972, 568)
(973, 569)
(974, 570)
(975, 571)
(976, 572)
(977, 573)
(977, 574)
(978, 575)
(979, 576)
(979, 577)
(980, 578)
(980, 579)
(981, 580)
(981, 581)
(982, 582)
(982, 583)
(982, 584)
(983, 585)
(983, 586)
(984, 587)
(984, 588)
(984, 589)
(984, 590)
(985, 591)
(985, 592)
(985, 593)
(985, 594)
(985, 595)
(985, 596)
(986, 597)
(986, 598)
(986, 599)
(986, 600)
(986, 601)
(986, 602)
(986, 603)
(986, 604)
(986, 605)
(986, 606)
(986, 607)
(986, 608)
(986, 609)
(985, 610)
(985, 611)
(985, 612)
(985, 613)
(984, 614)
(984, 615)
(983, 616)
(983, 617)
(982, 618)
(982, 619)
(981, 620)
(980, 621)
(979, 622)
(978, 623)
(977, 624)
(976, 625)
(975, 626)
(974, 627)
(973, 628)
(972, 628)
(971, 629)
(970, 630)
(969, 630)
(968, 631)
(967, 632)
(966, 633)
(965, 634)
(964, 635)
(963, 636)
(962, 637)
(961, 638)
(960, 639)
(959, 640)
(959, 641)
(958, 642)
(958, 643)
(957, 644)
(957, 645)
(957, 646)
(957, 647)
(956, 648)
(956, 649)
(956, 650)
(956, 651)
(956, 652)
(956, 653)
(956, 654)
(956, 655)
(956, 656)
(956, 657)
(956, 658)
(956, 659)
(957, 660)
(957, 661)
(957, 662)
(957, 663)
(957, 664)
(958, 665)
(958, 666)
(958, 667)
(958, 668)
(959, 669)
(959, 670)
(959, 671)
(960, 672)
(960, 673)
(961, 674)
(961, 675)
(961, 676)
(962, 677)
(963, 678)
(963, 679)
(964, 680)
(964, 681)
(965, 682)
(966, 683)
(967, 684)
(968, 685)
(969, 686)
(970, 687)
(971, 688)
(972, 689)
(973, 690)
(974, 690)
(975, 691)
(976, 692)
(977, 692)
(978, 693)
(979, 694)
(980, 694)
(981, 695)
(982, 695)
(983, 696)
(984, 696)
(985, 696)
(986, 697)
(987, 697)
(988, 698)
(989, 698)
(990, 698)
(991, 699)
(992, 699)
(993, 699)
(994, 700)
(995, 700)
(996, 700)
(997, 701)
(998, 701)
(999, 701)
(1000, 702)
(1001, 702)
(1002, 703)
(1003, 703)
(1004, 704)
(1005, 704)
(1006, 705)
(1007, 706)
(1008, 707)
(1008, 708)
(1008, 709)
(1008, 710)
(1007, 711)
(1007, 712)
(1007, 713)
(1007, 714)
(1006, 715)
(1006, 716)
(1006, 717)
(1006, 718)
(1005, 719)
(1005, 720)
(1004, 721)
(1004, 722)
(1003, 723)
(1002, 724)
(1001, 725)
(1000, 726)
(999, 727)
(998, 727)
(997, 728)
(996, 728)
(995, 729)
(994, 729)
(993, 730)
(992, 731)
(991, 731)
