(1293, 714)
(1292, 714)
(1291, 715)
(1290, 716)
(1289, 716)
(1288, 716)
(1287, 717)
(1286, 717)
(1285, 717)
(1284, 718)
(1283, 718)
(1282, 718)
(1281, 719)
(1280, 719)
(1279, 719)
(1278, 719)
(1277, 719)
(1276, 720)
(1275, 720)
(1274, 720)
(1273, 720)
(1272, 720)
(1271, 721)
(1270, 721)
(1269, 721)
(1268, 721)
(1267, 721)
(1266, 721)
(1265, 721)
(1264, 722)
(1263, 722)
(1262, 722)
(1261, 722)
(1260, 722)
(1259, 722)
(1258, 722)
(1257, 722)
(1256, 722)
(1255, 722)
(1254, 722)
(1253, 723)
(1252, 723)
(1251, 723)
(1250, 723)
(1249, 723)
(1248, 723)
(1247, 723)
(1246, 723)
(1245, 723)
(1244, 723)
(1243, 723)
(1242, 723)
(1241, 723)
(1240, 723)
(1239, 723)
(1238, 723)
(1237, 723)
(1236, 723)
(1235, 723)
(1234, 722)
(1233, 722)
(1232, 722)
(1231, 721)
(1230, 720)
(1229, 719)
(1228, 718)
(1227, 717)
(1226, 716)
(1225, 715)
(1225, 714)
(1224, 713)
(1223, 712)
(1223, 711)
(1222, 710)
(1222, 709)
(1221, 708)
(1220, 707)
(1219, 706)
(1218, 705)
(1217, 704)
(1216, 703)
(1215, 702)
(1214, 701)
(1213, 700)
(1212, 699)
(1211, 699)
(1210, 698)
(1209, 697)
(1208, 697)
(1207, 696)
(1206, 696)
(1205, 696)
(1204, 695)
(1203, 695)
(1202, 694)
(1201, 694)
(1200, 694)
(1199, 693)
(1198, 693)
(1197, 693)
(1196, 693)
(1195, 692)
(1194, 692)
(1193, 692)
(1192, 692)
(1191, 692)
(1190, 691)
(1189, 691)
(1188, 691)
(1187, 691)
(1186, 691)
(1185, 690)
(1184, 690)
(1183, 690)
(1182, 689)
(1181, 689)
(1180, 689)
(1179, 689)
(1178, 688)
(1177, 688)
(1176, 687)
(1175, 687)
(1174, 687)
(1173, 686)
(1172, 686)
(1171, 685)
(1170, 685)
(1169, 685)
(1168, 684)
(1167, 684)
(1166, 683)
(1165, 683)
(1164, 683)
(1163, 682)
(1162, 682)
(1161, 681)
(1160, 681)
(1159, 681)
(1158, 680)
(1157, 680)
(1156, 680)
(1155, 679)
(1154, 679)
(1153, 679)
(1152, 678)
(1151, 678)
(1150, 678)
(1149, 677)
(1148, 677)
(1147, 677)
(1146, 677)
(1145, 677)
(1144, 676)
(1143, 676)
(1142, 676)
(1141, 676)
(1140, 676)
(1139, 676)
(1138, 675)
(1137, 675)
(1136, 675)
(1135, 675)
(1134, 675)
(1133, 675)
(1132, 675)
(1131, 675)
(1130, 675)
(1129, 675)
(1128, 674)
(1127, 674)
(1126, 674)
(1125, 674)
(1124, 674)
(1123, 674)
(1122, 674)
(1121, 674)
(1120, 674)
(1119, 674)
(1118, 674)
(1117, 674)
(1116, 674)
(1115, 674)
(1114, 674)
(1113, 674)
(1112, 674)
(1111, 675)
(1110, 675)
(1109, 675)
(1108, 675)
(1107, 676)
(1106, 676)
(1105, 677)
(1104, 677)
(1103, 678)
(1102, 679)
(1101, 680)
(1100, 681)
(1099, 682)
(1098, 683)
(1097, 684)
(1097, 685)
(1096, 686)
(1096, 687)
(1095, 688)
(1094, 689)
(1094, 690)
(1093, 691)
(1093, 692)
(1092, 693)
(1092, 694)
(1092, 695)
(1091, 696)
(1091, 697)
(1090, 698)
(1090, 699)
(1089, 700)
(1089, 701)
(1088, 702)
(1088, 703)
(1087, 704)
(1087, 705)
(1086, 706)
(1086, 707)
(1085, 708)
(1085, 709)
(1084, 710)
(1083, 711)
(1083, 712)
(1082, 713)
(1081, 714)
(1080, 715)
(1079, 716)
(1078, 717)
(1077, 717)
(1076, 717)
(1075, 718)
(1074, 718)
(1073, 718)
(1072, 718)
(1071, 718)
(1070, 718)
(1069, 717)
(1068, 717)
(1067, 717)
(1066, 717)
(1065, 717)
(1064, 716)
(1063, 716)
(1062, 716)
(1061, 716)
(1060, 715)
(1059, 715)
(1058, 715)
(1057, 714)
(1056, 714)
(1055, 714)
(1054, 714)
(1053, 713)
(1052, 713)
(1051, 713)
(1050, 712)
(1049, 712)
(1048, 712)
(1047, 711)
(1046, 711)
(1045, 711)
(1044, 710)
(1043, 710)
(1042, 710)
(1041, 709)
(1040, 709)
(1039, 709)
(1038, 708)
(1037, 708)
(1036, 708)
(1035, 707)
(1034, 707)
(1033, 707)
(1032, 707)
(1031, 707)
(1030, 707)
(1029, 707)
(1028, 707)
(1027, 707)
(1026, 707)
(1025, 708)
(1025, 709)
(1025, 710)
(1025, 711)
(1025, 712)
(1025, 713)
(1026, 714)
(1027, 715)
(1028, 716)
(1029, 717)
(1029, 718)
(1030, 719)
(1030, 720)
(1030, 721)
(1030, 722)
(1030, 723)
(1030, 724)
(1030, 725)
(1029, 726)
(1029, 727)
(1028, 728)
(1027, 729)
(1026, 730)
(1025, 731)
(1024, 732)
(1023, 733)
(1022, 734)
(1021, 734)
(1020, 735)
(1019, 735)
(1018, 736)
(1017, 736)
(1016, 737)
(1015, 737)
(1014, 738)
(1013, 738)
(1012, 738)
(1011, 738)
(1010, 739)
(1009, 739)
(1008, 739)
(1007, 739)
(1006, 739)
(1005, 739)
(1004, 739)
(1003, 739)
(1002, 739)
(1001, 739)
(1000, 738)
(999, 738)
(998, 737)
(997, 737)
(996, 736)
(995, 735)
(994, 734)
(993, 733)
(992, 732)
(991, 731)
