(1019, 1243)
(1020, 1243)
(1021, 1243)
(1022, 1244)
(1023, 1244)
(1024, 1244)
(1025, 1244)
(1026, 1244)
(1027, 1244)
(1028, 1244)
(1029, 1244)
(1030, 1243)
(1031, 1243)
(1032, 1242)
(1033, 1242)
(1034, 1241)
(1035, 1240)
(1035, 1239)
(1036, 1238)
(1036, 1237)
(1037, 1236)
(1037, 1235)
(1037, 1234)
(1038, 1233)
(1038, 1232)
(1038, 1231)
(1038, 1230)
(1038, 1229)
(1039, 1228)
(1039, 1227)
(1039, 1226)
(1039, 1225)
(1039, 1224)
(1040, 1223)
(1040, 1222)
(1040, 1221)
(1040, 1220)
(1041, 1219)
(1041, 1218)
(1041, 1217)
(1042, 1216)
(1042, 1215)
(1043, 1214)
(1043, 1213)
(1044, 1212)
(1045, 1211)
(1046, 1210)
(1047, 1210)
(1048, 1209)
(1049, 1209)
(1050, 1208)
(1051, 1208)
(1052, 1208)
(1053, 1208)
(1054, 1208)
(1055, 1207)
(1056, 1207)
(1057, 1207)
(1058, 1207)
(1059, 1207)
(1060, 1208)
(1061, 1208)
(1062, 1208)
(1063, 1208)
(1064, 1208)
(1065, 1209)
(1066, 1209)
(1067, 1209)
(1068, 1210)
(1069, 1210)
(1070, 1211)
(1071, 1211)
(1072, 1212)
(1073, 1212)
(1074, 1213)
(1075, 1214)
(1076, 1215)
(1077, 1216)
(1077, 1217)
(1078, 1218)
(1079, 1219)
(1079, 1220)
(1079, 1221)
(1080, 1222)
(1080, 1223)
(1080, 1224)
(1080, 1225)
(1080, 1226)
(1080, 1227)
(1079, 1228)
(1079, 1229)
(1079, 1230)
(1078, 1231)
(1078, 1232)
(1077, 1233)
(1077, 1234)
(1076, 1235)
(1075, 1236)
(1075, 1237)
(1074, 1238)
(1073, 1239)
(1072, 1240)
(1071, 1241)
(1070, 1242)
(1069, 1243)
(1068, 1244)
(1067, 1245)
(1066, 1246)
(1065, 1247)
(1064, 1248)
(1063, 1249)
(1062, 1250)
(1061, 1251)
(1060, 1252)
(1059, 1253)
(1058, 1254)
(1057, 1255)
(1056, 1256)
(1055, 1257)
(1054, 1258)
(1053, 1259)
(1052, 1260)
(1051, 1261)
(1050, 1262)
(1050, 1263)
(1049, 1264)
(1049, 1265)
(1048, 1266)
(1048, 1267)
(1048, 1268)
(1048, 1269)
(1048, 1270)
(1048, 1271)
(1048, 1272)
(1049, 1273)
(1049, 1274)
(1050, 1275)
(1050, 1276)
(1051, 1277)
(1051, 1278)
(1052, 1279)
(1052, 1280)
(1053, 1281)
(1054, 1282)
(1055, 1283)
(1056, 1284)
(1057, 1284)
(1058, 1285)
(1059, 1286)
(1060, 1286)
(1061, 1287)
(1062, 1288)
(1063, 1288)
(1064, 1289)
(1065, 1289)
(1066, 1290)
(1067, 1290)
(1068, 1290)
(1069, 1291)
(1070, 1291)
(1071, 1292)
(1072, 1292)
(1073, 1293)
(1074, 1293)
(1075, 1294)
(1076, 1294)
(1077, 1295)
(1078, 1295)
(1079, 1296)
(1080, 1296)
(1081, 1297)
(1082, 1297)
(1083, 1298)
(1084, 1299)
(1085, 1299)
(1086, 1300)
(1087, 1301)
(1088, 1301)
(1089, 1302)
(1090, 1303)
(1091, 1304)
(1092, 1304)
(1093, 1305)
(1094, 1306)
(1095, 1307)
(1096, 1308)
(1097, 1309)
(1097, 1310)
(1098, 1311)
(1099, 1312)
(1100, 1313)
(1101, 1314)
(1101, 1315)
(1102, 1316)
(1103, 1317)
(1104, 1318)
(1104, 1319)
(1105, 1320)
(1105, 1321)
(1105, 1322)
(1105, 1323)
(1105, 1324)
(1105, 1325)
(1104, 1326)
(1104, 1327)
(1104, 1328)
(1104, 1329)
(1103, 1330)
(1103, 1331)
(1103, 1332)
(1102, 1333)
(1102, 1334)
(1102, 1335)
(1102, 1336)
(1102, 1337)
(1102, 1338)
(1102, 1339)
(1102, 1340)
(1102, 1341)
(1102, 1342)
(1102, 1343)
(1102, 1344)
(1103, 1345)
(1103, 1346)
(1104, 1347)
(1104, 1348)
(1105, 1349)
(1106, 1350)
(1107, 1351)
(1108, 1352)
(1109, 1353)
(1110, 1353)
(1111, 1353)
(1112, 1353)
(1113, 1354)
(1114, 1354)
(1115, 1354)
(1116, 1354)
(1117, 1354)
(1118, 1353)
(1119, 1353)
(1120, 1353)
(1121, 1353)
(1122, 1353)
(1123, 1353)
(1124, 1353)
(1125, 1353)
(1126, 1353)
(1127, 1353)
(1128, 1354)
(1129, 1355)
(1130, 1356)
(1130, 1357)
(1131, 1358)
(1132, 1359)
(1132, 1360)
(1133, 1361)
(1134, 1362)
(1135, 1363)
(1136, 1364)
(1137, 1365)
(1138, 1366)
(1139, 1367)
